NAME,Description,Location
GLF single,"uses likelihood-based model for variant calling, starts from genotype likelihoods that have been computed from other tools ",http://genome.sph.umich.edu/wiki/GlfSingle
Halvade,"command-line; written in Java, to run halvade a reference is needed for both GATK and BWA and a SNP (dbSNP!) database is required",https://github.com/ddcap/halvade
Indel miner,identifies indels from paired-end reads,https://github.com/aakrosh/indelMINER
Indel locator,"does not perform realignment, relies on alignments in BAM files (BAM files need aligned before put into indelocator); recommended to use GATK prior;",https://www.broadinstitute.org/cancer/cga/indelocator
Isaac variant caller,detects SNPs and small indels from diploid sample; designed to run on nux-like platforms,https://github.com/sequencing/isaac_variant_caller
Kvarq,"in silico genotyping for selected loci in bacterial genome, ",http://www.swisstph.ch/kvarq
Lo Freq,"SNV caller, Python language, standalone program, uncovers cell-population heterogeneity from high-throughput sequencing datasets",http://sourceforge.net/projects/lofreq/files/
Manta,"Calls indels and SVs from paired end reads; standalone, command line program; Written in C++ and Python",https://github.com/Illumina/manta
Margin Align,"SNV caller, specifically tailored to Oxford Nanopore Reads, written in Python; Package comes with 3 programs, marginAlign",https://github.com/benedictpaten/marginAlign
Mendel scan,for analyzing sequencing data in family studies of inherited diseases,http://gmt.genome.wustl.edu/packages/mendelscan/
Nanopore,(group at UCSC studying using ion channels for analysis of single RNA/DNA structures) software pipeline; tailored to Oxford Nanopore Reads; command line program,https://github.com/mitenjain/nanopore
SNPg,can be used as a standalone application with graphical user interface as part of pipeline system,http://www.bioinformatics.nl/QualitySNPng/
REVIster,"command line program; automated pipeline; utilizes BWA, BLAT, and SAMTools; utilizes BWA mapping program;",http://revister.sourceforge.net/
RVD,"command-line program, detection of rare SNVs, relies upon Samtools",http://dna-discovery.stanford.edu/software/rvd/
SNVer," calls common and rare variants in pool or individual NGS data, reports overall p-value, operating system independent statistical tool",http://snver.sourceforge.net/
SNV Mix,detects SNVs from NGS,http://compbio.bccrc.ca/software/snvmix/
SVM,"Structural Variant Machine - predicts indels, uses split read alignment profiles, validated by Sanger Sequencng",http://www.bsse.ethz.ch/mlcb/research/bioinformatics-and-computational-biology/structural-variant-machine--sv-m-.html
SNPest," Standalone program, language C++, Perl",https://github.com/slindgreen/SNPest
TRIOcaller,"Command line program, relies on BWA and samtools; genotype calling for unrelated individuals and parent-offspring trios",http://genome.sph.umich.edu/wiki/TrioCaller
SNIPPY,finds indels between haploid reference genome and NGS sequence reads,http://www.vicbioinformatics.com/software.snippy.shtml
VNTE seek,pipeline for discovering microsatellite tandem repeats with high-throughput sequencing data,http://orca.bu.edu/vntrseek/
CAKE,"standalone program, pipeline for the integrated analysis of somatic variants in cancer genomes; integrates four algorithms",http://cakesomatic.sourceforge.net/
MuTect,"Broad Institute, identification of somatic point mutations in cancer genomes; requires preprocessing of reads (GATK)",http://www.broadinstitute.org/cancer/cga/mutect
Polymut,calls SNVs and detects de novo point mutations in families,http://genome.sph.umich.edu/wiki/Polymutt
Basovacc,"Improved Bayesian inversion somatic caller; unlike other software packages, treats effects fully probabilisticallys instead of using ad-hoc modeling;",http://tvap.genome.wustl.edu/tools/bassovac/
CLImat, standalone program; accurate detection of copy number alteration and loss of heterozygosity in impure and aneuploid tumor samples using whole genome sequencing data,http://bioinformatics.ustc.edu.cn/CLImAT/
DE NOVO,"de-novo variant calling and interpretation; standalone program; dependencies C++ compiler, CMake, HTSlib, Eigen, Boost",http://denovogear.sourceforge.net/
EB Call, Empirical Baysian Mutation Calling; standalone program; uses tumor/normal paired reads and non-paired normal reference samples,https://github.com/friend1ws/EBCall
HAPMUC,"utilizes the information of heterozygous germline variants near candidate mutations; Dependent upon- Boost, SAMtools, BEDtools;",https://github.com/usuyama/hapmuc
MULTIGEMS,Multi-sample Genotype Model Selection,https://github.com/cui-lab/multigems
MULTI SNV,"command-line program; calls SNVs from NGS data from multiple samples from the same patient; dependent on R, Git, cmake, Boost and compile libraries",https://bitbucket.org/joseph07/multisnv/wiki/Home
MUTATION SEQ,"standalone program, somatic SNV detection in tumor/normal samples; dependent on python, bamtools, boost, and LAPACK",http://compbio.bccrc.ca/software/mutationseq/
QSNP,standalone program; SNV caller for somatic variants in low cellularity cancer samples,http://www.qcmg.org/bioinformatics/tiki-index.php
RADIA,"RNA and DNA Integrated Analysis for Somatic Mutation Detection; DNA only Method(tumor/normal pair, ignores RNA)",https://github.com/aradenbaugh/radia/
RVD2,"sensitive, variant detection for low-depth targeted NGS data; python module or command- line program;",http://genomics.wpi.edu/rvd2/
SHIMMER,"standalone program; detects somatic SNVs with multiple testing correction, uses Fishers exact test; ",https://github.com/nhansen/Shimmer
SNVPPL,Refines GATKs Unified Genotyper SNV calls for multiple samples assumed to form a phylogeny,http://www.cs.helsinki.fi/en/gsa/snv-ppilp/
SOMATIC SNIPER,command-line application to identify SNPs between tumor/normal pairs- predicts probability of difference between two,http://gmt.genome.wustl.edu/packages/somatic-sniper/
STRELKA,somatic variant calling workflow for matched tumor-normal samples; detects indels; runs on *nux-like platform,https://sites.google.com/site/strelkasomaticvariantcaller/
TRIODENOVO, Bayesian framework for calling de novo mutations in trios,http://www.pitt.edu/~wec47/triodenovo.html
UNCeqr,finds somatic mutations using integration of DNA and RNA seq data-- boosts sensitivity for low purity tumors and rare mutations;,http://lbg.med.unc.edu/~mwilkers/unceqr_dist/
Virmid,Virtual Microdissection for SNP calling; Java based; for disease-control matched samples; uncovers SNPs with low allele frequency by considering alpha contamination,http://sourceforge.net/projects/virmid/
Varscan ,"identify germline variants, private and shared variants, somatic mutations, and somatic CNVs; detects indels",http://massgenomics.org/varscan
BAYSIC,"ayesian method; combines variant calls from different methods (GATK, FreeBayes, Atlas, Samtools,",http://genformatic.com/baysic/
MSIsensor," Microsatellite instability detection; C++ program, detects somatic and germline variants in tumor-normal paired data",https://github.com/ding-lab/msisensor
BEAGLE,"software package: genotype calling, phasing, imputation of ungenotyped markers, and identity-by-descent segment detection:unsure if this one is in the right category; genotype calling, phasing, imputation of ungenotyped markers, and identity-by-descent segment detection;",http://faculty.washington.edu/browning/beagle/beagle.html
QUADGT,"software package, SNV calling from normal-tumor pair and two parent genomes; quantifies descent-by-modification relationships",http://www.iro.umontreal.ca/~csuros/quadgt/
RAREVATOR,RAre REference VAriant annotaTOR; command line; identification and annotation of germline and somatic variants in rare reference allele loci from second generation sequencing data; Bayesian genotype likelihood model,http://sourceforge.net/projects/rarevator/
SCALPEL,"Used for detecting indels in a reference genome; performs localized micro-assembly of specific regions of interest; can do single, de novo, somatic reads; requires that raw reads are aligned with BWA",http://scalpel.sourceforge.net/
SOAPSNP, based on Bayes theorem; calls consensus genotype,http://soap.genomics.org.cn/soapsnp.html
VARIANT MASTER,extract causative variants for monogenic and sporadic genetic diseases,http://sourceforge.net/projects/variantmaster/
Myrna,"""Myrna is a cloud computing tool for calculating differential gene expression in large RNA-seq datasets. Myrna uses Bowtie for short read alignment and R/Bioconductor for interval calculations, normalization, and statistical testing. These tools are combined in an automatic, parallel pipeline that runs in the cloud (Elastic MapReduce in this case) on a local Hadoop cluster, or on a single computer, exploiting multiple computers and CPUs wherever possible""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=347
Cufflinks,"""Cufflinks assembles transcripts, estimates their abundances, and tests for differential expression and regulation in RNA-Seq samples. It accepts aligned RNA-Seq reads and assembles the alignments into a parsimonious set of transcripts. Cufflinks then estimates the relative abundances of these transcripts based on how many reads support each one, taking into account biases in library preparation protocols""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=348
Rnnotator,"""Rnnotator"" software: To address challenges related to comprehensive annotation and quantification of transcriptomes, Rnnotator was developed by a team at the JGI to provide an automated software pipeline that generates transcript models by de novo assembly of RNA-Seq data without the need for a reference genome""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=349
Genomic Short-read Nucleotide Alignment Program (GSNAP),"Used for aligning short reads of transcripts. It has added feature of enbling the user to check ""for and eliminating indel/splice combinations at ends of alignments"", ""finding of microexons in short reads""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=350
TopHat,"""TopHat is a fast splice junction mapper for RNA-Seq reads. It aligns RNA-Seq reads to mammalian-sized genomes using the ultra high-throughput short read aligner Bowtie, and then analyzes the mapping results to identify splice junctions between exons""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=351
Trinity,"Trinity ""represents a novel method for the efficient and robust de novo reconstruction of transcriptomes from RNA-seq data. Trinity combines three independent software modules: Inchworm, Chrysalis, and Butterfly, applied sequentially to process large volumes of RNA-seq reads""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=352
ERANGE,"""E-RANGE is our Python package for doing RNA-seq and ChIP-seq (hence the ""dual-use""), and is a descendant of the ChIPSeq mini peak finder "". ""ERANGE is not compatible with bowtie 0.9.9.X""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=353
Trans-Abyss,"""Trans-ABySS is a software package that is designed to analyze ABySS-assembled whole-genome shotgun transcriptome data""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=354
Scripture,"""Scripture is a method for transcriptome reconstruction that relies solely on RNA-Seq reads and an assembled genome to build a transcriptome ab initio.""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=355
RUM,"""RUM is an RNA-Seq alignment pipeline""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=356
G-Mo.R-Se,"G-Mo.R-Se is a method aimed at using RNA-Seq short reads to build de novo gene models. The ""candidate exons are built directly from the positions of the reads mapped on the genome (without any ab initio assembly of the reads), and all the possible splice junctions between those exons are tested against unmapped reads : the testing of junctions is directed by the information available in the RNA-Seq dataset rather than a priori knowledge about the genome. Exons can thus be chained into stranded gene models""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=357
MapSplice,"It is used for ""accurate mapping of RNA-seq reads for splice junction discovery"".",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=358
SpliceMap,"""SpliceMap is a de novo splice junction discovery and alignment tool. It offers high sensitivity and support for arbitrary RNA-seq read lengths""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=359
Oases,"It is used for ""De novo transcriptome assembler for very short reads"". ""Oases is a de novo transcriptome assembler designed to produce transcripts from short read sequencing technologies, such as Illumina, SOLiD, or 454 in the absence of any genomic assembly. Oases is a de novo transcriptome assembler designed to produce transcripts from short read sequencing technologies, such as Illumina, SOLiD, or 454 in the absence of any genomic assembly""",https://bioinformaticssoftwareandtools.co.in/click_me.php?id=360
ANNOVAR,"  ANNOVAR is a tool for annotating genetic variants detected in high-throughput sequencing data. It provides information on the functional consequences of variants, such as their effects on protein coding, splicing, and regulatory regions. ANNOVAR supports multiple types of annotation databases, making it a versatile tool for variant analysis.",https://digitalinsights.qiagen.com/products-overview/clinical-insights-portfolio/annovar/
OMIM (Online Mendelian Inheritance in Man):," OMIM is a comprehensive, authoritative database of human genes and genetic disorders. It provides detailed information on the relationship between gene mutations and phenotypic expression, including descriptions of genetic disorders, associated genes, and references to scientific literature.",https://www.omim.org/
GoldenGate (Illumina)," GoldenGate is a genotyping assay technology developed by Illumina that uses bead-based microarrays to genotype multiple single nucleotide polymorphisms (SNPs) simultaneously. It is known for its accuracy, high throughput, and flexibility in customizing SNP panels for various research purposes.",https://www.sciencedirect.com/science/article/pii/S2214030122000098
TaqMan (Thermo Fisher Scientific)," TaqMan is a technology for quantitative PCR (qPCR) and genotyping assays developed by Thermo Fisher Scientific. It uses fluorescent probes to detect and quantify specific DNA sequences, providing highly accurate and sensitive measurements of gene expression and genetic variants.",https://www.thermofisher.com/in/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html
WGSA (Whole Genome Sequencing Analysis) pipelines,"WGSA pipelines are comprehensive analysis workflows designed to process and interpret whole genome sequencing (WGS) data. They typically include steps for data quality control, alignment, variant calling, annotation, and interpretation, enabling researchers to derive meaningful insights from WGS datasets.",https://europepmc.org/article/PMC/5124490
ChIP-seq analysis tools," ChIP-seq (Chromatin Immunoprecipitation Sequencing) analysis tools are used to analyze data from experiments that combine chromatin immunoprecipitation with next-generation sequencing. These tools help identify DNA binding sites of transcription factors and other proteins, map histone modifications, and analyze chromatin structure. Common tools include MACS (Model-based Analysis of ChIP-Seq) for peak calling and HOMER (Hypergeometric Optimization of Motif EnRichment) for motif discovery.",https://www.cd-genomics.com/pipeline-and-tools-comparison-for-chip-seq-analysis.html
ClinVar," ClinVar is a freely accessible database maintained by the National Center for Biotechnology Information (NCBI) that aggregates information about genomic variations and their relationship to human health. It provides clinical annotations, including pathogenicity, clinical significance, and supporting evidence for various genetic variants.",https://clinvarminer.genetics.utah.edu/
gnoMAD (Genome Aggregation Database),"gnomAD is a resource that aggregates and harmonizes exome and genome sequencing data from a wide range of large-scale sequencing projects. It provides allele frequencies for millions of genetic variants across diverse populations, helping researchers understand genetic diversity and identify rare variants associated with diseases.",https://gnomad.broadinstitute.org/
UCSC Genome Browser," The UCSC Genome Browser is an online tool for visualizing and analyzing genomic data. It provides a graphical interface to browse various genomes, access integrated annotations, and retrieve sequence data. Users can explore gene structures, regulatory elements, comparative genomics, and much more.",https://genome.ucsc.edu/
Ensembl Genome Browser," The Ensembl Genome Browser is a platform for accessing and visualizing genomic data for various species. It provides comprehensive annotations, including gene models, variation data, comparative genomics, and regulatory features. Ensembl supports integration with various external data sources and tools, facilitating in-depth genomicÂ research.",https://ensemblgenomes.org/
PLINK,"PLINK is a widely used open-source software tool for genome-wide association studies (GWAS) and population-based linkage analysis. It provides functions for data management, statistical analysis of genotype/phenotype data, and the calculation of various genetic metrics, such as linkage disequilibrium, haplotype blocks, and principal components.",https://www.cog-genomics.org/plink/
GCTA (Genome-wide Complex Trait Analysis),"GCTA is a software tool for analyzing the genetic architecture of complex traits. It can estimate the proportion of phenotypic variance explained by genome-wide SNPs, perform genomic prediction, and conduct GWAS meta-analysis. GCTA is designed to handle large-scale genetic data and to study the genetic basis of complex traits.",https://yanglab.westlake.edu.cn/software/gcta/#Overview
MACH (MACH Admixture and Coalescence Hidden Markov model,MACH is a software tool for haplotype estimation and genotype imputation. It uses a Hidden Markov Model (HMM) to infer missing genotypes and phase haplotypes based on known haplotype reference panels. MACH is commonly used in genetic studies to improve the accuracy of genotype data.,https://link.springer.com/protocol/10.1007/978-1-0716-0199-0_8
